playlist,description,track_id,title,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",6BXyD6UUPizpRpA7iOi99r,In meinem Benz,60809320,In meinem Benz,AK AUSSERKONTROLLE,Bonez MC,,07SFzTMeYf5P8Rd32a9Zzw,71,german hip hop,,,635658,1,164203,0.786,0.666,6,-5.266,1,0.536,0.167,0.0,0.235,0.737,154.862,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5LOJdJPzuevskkoAtLj8hb,Lonely,42640863,Lonely,Tujamo,VIZE,MAJAN,2vVNxGBvKRQMWwI5c8KmYh,77,big room,dance pop,edm,192623,0,168726,0.667,0.823,7,-3.797,1,0.0673,0.0607,0.0,0.0771,0.35,127.903,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",364dI1bYnvamSnBJ8JcNzN,Intentions,651152852,Intentions,Justin Bieber,Quavo,,1uNFoZAHBGtllmzznpCI3s,83,canadian pop,pop,post-teen pop,40434377,0,212869,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7AAt2NDyAnv2Ni2decYxgh,Ladida (My Heart Goes Boom),22068456,Ladida (My Heart Goes Boom),CRISPIE,ILIRA,,0FsniWxk7B9Y5rOYxRrqiL,62,,,,1000,0,173333,0.68,0.815,0,-4.931,1,0.032,0.11,2.4e-05,0.138,0.436,126.013,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,308536609,Shoot For The Stars Aim For The Moon,Pop Smoke,,,0eDvMgVFoNV3TpwtrVCoTj,96,brooklyn drill,,,3046021,1,160000,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),335480248,Legends Never Die,Juice WRLD,Marshmello,,4MCBfE4596Uoi2O4DtmEMz,89,chicago rap,melodic rap,,14141093,1,205485,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",3DXdjHnePKnh6oXw2ZgGSl,Smile,nan,Smile,Katy Perry,,,6jJ0s89eD6GaHleKKya26X,72,dance pop,pop,pop dance,16873256,0,166898,0.783,0.912,0,-3.713,1,0.243,0.0238,0.0,0.339,0.749,98.025,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",68lAxWGvGc9yGheEkFDFiT,Cinderella,22909758,Cinderella,Pietro Lombardi,,,387fj6TuPJ3y2H8ViAm6r0,68,german pop,,,327335,0,180412,0.77,0.794,9,-4.921,1,0.183,0.0305,0.0,0.11,0.362,92.98,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5T2RHnuyK2sa9R0pleO9yP,Ich würd' lügen,47321150,Struggle Is Real (Deluxe Version),KAYEF,,,4hXT6A14n901v8DU5Of337,71,german pop,german r&b,,131719,0,163000,0.772,0.599,6,-7.259,0,0.194,0.0337,0.0,0.0729,0.459,92.018,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7Ek9e3eIuktIFjpDRQfmHE,Mios mit Bars,39585917,Mios mit Bars,Luciano,,,3CJKkU0XuElRT1z8rEtIYg,63,german drill,german hip hop,,847327,0,232147,0.677,0.633,9,-7.353,0,0.0467,0.111,0.179,0.217,0.404,145.012,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",127QTOFJsJQp5LbJbu3A1y,Toosie Slide,641370480,Toosie Slide,Drake,,,3TVXtAsR1Inumwj472S9r4,85,canadian hip hop,canadian pop,hip hop,51393956,1,247059,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,89281288,Nobody's Love,Maroon 5,,,04gDigrS5kc9YWfZHwBETP,79,pop,pop rock,,28345019,0,211254,0.486,0.567,1,-6.456,1,0.0379,0.31,0.0,0.0949,0.154,93.68,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",4R2kfaDFhslZEMJqAFNpdd,cardigan,185543080,folklore,Taylor Swift,,,06HL4z0CvFAxyc27GXpf02,85,pop,,,34615035,0,239560,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",2jozk0z8f2VISmr83Leyqh,Que Calor,248539028,Music is the Weapon,Major Lazer,J Balvin,El Alfa,738wLrAtLtCtFOLvQBXOXp,68,dance pop,edm,electro house,6108905,0,169998,0.793,0.885,8,-4.136,1,0.0732,0.0373,0.0075,0.248,0.492,126.037,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",14BH4qO7pgCmIe6mgLKOK3,Someone To You,225017005,Empires On Fire,BANNERS,,,4qWnlmXWuGv2TtuxtIWlJX,80,indie poptimism,modern rock,pop,338051,0,219800,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),158058747,Tickets To My Downfall,Machine Gun Kelly,blackbear,,6TIYQ3jFPwQSRmorSezPxX,88,ohio hip hop,pop rap,,2845201,1,139461,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5vTlUUiD93o1zosocNdhWe,Problems,17391921,Love u – to Death,DeathbyRomy,,,7aWpPjjgItUnXljFxYYKZI,33,modern indie pop,,,28342,0,188505,0.761,0.554,0,-4.583,1,0.0432,0.226,0.000232,0.181,0.381,145.015,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",012iHyRvQQquWQGUTYvDxy,Fall Auf,6695177,Fall Auf,Cro,badchieff,,3utZ2yeQk0Z3BCOBWP7Vlu,62,german hip hop,german pop,pop rap,1377322,0,191827,0.5,0.743,2,-6.648,1,0.0373,0.307,2.68e-05,0.133,0.332,166.256,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7opTGnWVJcm1e5mWWOldpg,F2020,32982170,F2020,Avenue Beat,,,1htYtUdXVMwR6HCSs821Lc,74,social media pop,,,100693,1,181852,0.702,0.597,2,-7.067,1,0.207,0.587,3.62e-06,0.112,0.383,85.016,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",6qAxQhNfM909QrDGLYEocf,Frühstück in Paris,35278256,Frühstück in Paris,Capital Bra,Cro,,4WZGDpNwrC0vNQyl9QzF7d,71,german hip hop,,,3794269,0,151360,0.744,0.644,8,-5.562,0,0.0641,0.229,0.0,0.204,0.577,96.852,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",1JmDtfiimuwBi0wSlbWXIV,Sweater,3501737,Sweater,Bow Anderson,,,6ObN9YNBliscJOImQp4UZO,51,,,,4805,0,179701,0.548,0.81,2,-4.552,1,0.0422,0.0665,0.0,0.236,0.858,175.87,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",0zUKPlO9tR2leIzzKWim78,Share That Love (feat. G-Eazy),32174967,Share That Love (feat. G-Eazy),Lukas Graham,G-Eazy,,25u4wHJWxCA9vO0CzxAbK7,71,danish pop,pop,scandipop,1747260,1,172399,0.715,0.658,11,-4.304,0,0.106,0.162,0.0,0.0742,0.795,158.024,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",2J4P46vCFm1rPkNkp9pZWX,Ice Cream (with Selena Gomez),223729616,Ice Cream (with Selena Gomez),BLACKPINK,Selena Gomez,,41MozSoPIsD1dJM0CLPjZF,80,k-pop,k-pop girl group,,17400464,0,175813,0.79,0.729,9,-3.843,1,0.334,0.0342,9.31e-05,0.0411,0.904,159.989,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",3W2uQIcP0GvJpZJCFoxGvz,Teardrops,3103657,Teardrops,Aylo,,,5ggr9FUq9cjogKBxQmI2ZO,59,frauenrap,,,13687,0,152500,0.819,0.583,5,-8.451,0,0.253,0.165,9.78e-06,0.115,0.252,98.151,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",2ThsBNtjuUEERqcpXQEoYR,Don't Start Now,1239522719,Future Nostalgia,Dua Lipa,,,6M2wZ9GZgrQXHCFfjv46we,64,dance pop,pop,pop dance,21462668,0,183290,0.795,0.766,11,-5.577,0,0.0987,0.0133,0.0,0.0955,0.642,123.921,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5hvwx5i67IwnCkjl9VHkNv,Diamonds,104301530,Diamonds,Sam Smith,,,2wY79sveU1sp5g7SokKOiI,87,dance pop,pop,post-teen pop,14700056,0,213869,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5KCbr5ndeby4y4ggthdiAb,Wonder,160600767,Wonder,Shawn Mendes,,,7n2wHs1TKAczGzO7Dd2rGr,91,canadian pop,dance pop,pop,30455674,0,172693,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7CH8J4ulT49UfZwSDSkSZA,i miss u (with Au/Ra),24759668,i miss u (with Au/Ra),Jax Jones,Au/Ra,,4Q6nIcaBED8qUel8bBx6Cr,80,dance pop,edm,electro house,837189,0,172143,0.668,0.726,9,-7.512,1,0.0468,0.0387,0.0,0.134,0.453,124.075,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7dx2BcBcf0OzegEX7AvkGg,Lose Control (with Meduza & Goodboys),nan,Get To Know,MEDUZA,Becky Hill,Goodboys,0xRXCcSX89eobfrshSVdyu,46,edm,pop dance,pop house,349102,0,168387,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7feeLzB9KdKJ2ha3OvJ0SZ,Running Back To You,8787589,Running Back To You,Martin Jensen,Alle Farben,Nico Santos,4ehtJnVumNf6xzSCDk8aLB,72,dance pop,danish electronic,edm,1013181,0,176796,0.675,0.73,0,-5.982,1,0.0909,0.0669,0.0,0.0686,0.892,102.025,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",35mvY5S1H3J2QZyna3TFe0,positions,290683625,Positions,Ariana Grande,,,66CXWjxzNUsdJxJ2JdwvnR,98,pop,post-teen pop,,54403579,1,172325,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5wvuvSerLcNK5Xc8v2duWn,Habibi,10401219,Habibi,Casar,,,7IENU7K9Qq8bd9U4pc5rbt,76,german hip hop,german trap,german underground rap,28721,1,172000,0.887,0.679,6,-6.206,1,0.0741,0.138,0.00667,0.175,0.845,140.034,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",3h05tZDgLYLLD26B8AtvjF,Deine Augen,8790396,Deine Augen,HBz,THOVI,,7I2JG3CcPawkeQPE7uypHJ,60,melbourne bounce international,partyschlager,,53534,0,149784,0.798,0.815,1,-6.989,1,0.115,0.0541,0.00145,0.212,0.312,124.017,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",19LqJBBfd73oeBc3CPgDdl,Lost (feat. TOPIC42),5455357,Lost (feat. TOPIC42),Samra,TOPIC42,,6h1s4i4XKIYv4ErDelLDN0,77,german hip hop,,,913159,1,140027,0.658,0.843,10,-2.912,0,0.13,0.0475,1.87e-05,0.136,0.339,93.23,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",5dhQeuLGmlhfwlI6BWfSpo,Roller,236544255,Roller,Apache 207,,,1qQLhymHXFPtP5U8KNKsm6,68,german hip hop,,,1329279,1,158853,0.928,0.758,10,-6.471,0,0.144,0.03,0.00437,0.29,0.729,128.005,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",3mRlFZHUyvJbPTlkzg4LyJ,Roses,1088825454,Collection One,SAINt JHN,,,0H39MdGGX6dbnnQPt6NQkZ,71,melodic rap,rap,,601826,1,173611,0.782,0.5,5,-6.473,0,0.0611,0.342,1.88e-05,0.133,0.28,102.008,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,1995023641,Dance Monkey (Stripped Back) / Dance Monkey,Tones And I,,,2NjfBq1NflQcKSeiDooVjY,90,australian pop,,,2441375,0,209438,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",4poybupy26pTWPr9zY1i7h,Some Say,197253538,Some Say,Nea,,,7nqlScm2smydSRl13eaP8E,78,scandipop,swedish pop,tropical house,31084,0,175602,0.779,0.342,3,-6.316,0,0.0404,0.701,2.56e-06,0.132,0.482,104.993,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),198265256,In Your Eyes (feat. Alida),Robin Schulz,Alida,,3t5xRXzsuZmMDkQzgOX35S,81,dance pop,deep euro house,deep house,2570201,0,208222,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.448,120.019,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",2tnVG71enUj33Ic2nFN6kZ,Ride It,697874349,Ride It,Regard,,,4ofCBoyEiGSePFAG500xev,88,edm,pop dance,pop edm,110394,0,157606,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",6lU4BQWZomCWRfKSowfezE,Emotions,40811481,Rich Rich,Ufo361,,,5pVRwX5ZQR7hfJ18w8ZYkl,70,german cloud rap,german hip hop,,1575103,0,146013,0.814,0.459,8,-10.859,1,0.282,0.351,0.0165,0.107,0.211,131.518,5
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",1NP7bzm8UksJUWXsuFoOwE,Übermorgen,42094559,Übermorgen,Mark Forster,,,7qXzy6c5RWT0XlVQcOBIDG,74,german pop,,,1864814,0,163275,0.583,0.829,6,-4.715,1,0.103,0.0218,0.0,0.137,0.393,183.975,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",7a53HqqArd4b9NF4XAmlbI,Kings & Queens,322378209,Heaven & Hell,Ava Max,,,4npEfmQ6YuiwW1GpUmaq3F,84,dance pop,pop,,2621006,0,162399,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",0Je3J2ml1lrnTLXXIlxrvR,Never Let Me Down,110964860,Never Let Me Down,VIZE,Tom Gregory,,09agIJMxCD2k87ys9Al0f0,76,german dance,pop dance,tropical house,77966,0,153149,0.758,0.848,10,-3.84,1,0.0456,0.207,0.0,0.114,0.706,127.948,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),599752581,Savage Love (Laxed - Siren Beat),Jawsh 685,Jason Derulo,,56mfhUDKa1vec6rSLZV5Eg,90,nz pop,,,61879,1,171375,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,4
Mega Hits 2020 - Die Hits des Jahres,"Die größten Hits und Banger des Jahres 2020 in einer Playlist! Bock auf Mega <a href=""https://www.weihnachtsplaylist.de/?utm_source=spotify&utm_medium=playlistslink&utm_campaign=megahits"">Weihnachts-Hits?</a> 🎅🎄",0nbXyq5TXYPCO7pr3N8S4I,The Box,1091144338,Please Excuse Me For Being Antisocial,Roddy Ricch,,,757aE44tKEUQEqRuT6GnEB,90,melodic rap,rap,trap,5020976,1,196653,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,4
