playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4z9b9AbzCw32Azqg8uJ0B6,Tan Enamorados,2020-11-13,12465112,Tan Enamorados,CNCO,,,0eecdvMrqBftK0M1VKhaF4,79,boy band,latin,latin pop,7192055,0,179032,0.656,0.705,5,-4.262,0,0.0908,0.166,0.0,0.202,0.53,172.003,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",7r9ZhitdQBONTFOiJW5mr8,Reloj,2020-10-22,112029771,Reloj,Rauw Alejandro,Anuel AA,,1mcTU81TzQhprhouKaTkpq,91,puerto rican pop,trap latino,,3366391,1,231595,0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,2020-09-21,184661403,Vida de Rico,Camilo,,,28gNT5KBp7IjEOQoevXf9N,93,colombian pop,latin,reggaeton colombiano,5991238,0,187427,0.824,0.457,6,-5.428,1,0.0543,0.167,0.0,0.041,0.95,87.977,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",5Jq958VQwRyQFujau4TMKD,No Drama,2020-10-29,20814699,No Drama,Becky G,Ozuna,,4obzFoKoKRHIphyHzJ35G3,79,dance pop,latin,latin pop,9649504,0,204828,0.708,0.815,5,-4.164,0,0.0692,0.166,0.0,0.523,0.855,174.024,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",0JAZWvvqttGFm4UMDsPQXC,Despeinada,2020-09-04,165654128,ENOC,Ozuna,Camilo,,1i8SpTcr7yvPOmcqrbnVXY,88,latin,puerto rican pop,reggaeton,26103265,0,224187,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),2020-09-02,184295422,Se Te Nota (with Guaynaa),Lele Pons,Guaynaa,,6i3DxIlAqnDkwELLw4aVrx,92,latin pop,viral pop,,595681,0,155825,0.905,0.686,0,-3.152,1,0.0664,0.0907,0.0,0.266,0.963,103.013,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4tvtsvgrIksr7iqzPeADXB,Desesperado (Voy A Tomar),2020-10-09,14324074,Desesperado (Voy A Tomar),Joey Montana,Greeicy,Cali Y El Dandee,3ATyg4fGC9F8trfb0GRWmX,76,latin,latin hip hop,latin pop,2099529,0,253173,0.815,0.747,8,-3.964,1,0.0674,0.0138,0.0,0.0207,0.734,93.992,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,2020-04-03,175969697,DI LETRA,Jerry Di,,,7f02bxFbZIOVdSbYRNYvLT,90,cubaton,latin,pop venezolano,86690,0,197587,0.854,0.525,1,-4.426,1,0.214,0.819,0.0,0.146,0.63,97.054,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",1UHcnP31sAKOJFrEnyRNUz,Amantes y Amigos,2020-10-02,35768751,Amantes y Amigos,Arcangel,Sech,,4SsVbpTthjScTS7U2hmr1X,78,latin,latin hip hop,reggaeton,5880459,1,182627,0.695,0.712,5,-4.09,1,0.153,0.369,0.0,0.101,0.468,171.861,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),2020-08-21,170266724,PAPI JUANCHO,Maluma,Lenny Tavárez,Justin Quiles,1r4hJ1h58CWwUQe3MxPuau,91,reggaeton,reggaeton colombiano,,23054466,0,248345,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",68mrW6gXHgupgSiDHgaDi5,Polvo,2020-11-20,48502890,Polvo,Nicky Jam,Myke Towers,,1SupJlEpv7RS2tPNRaHViT,89,latin,latin hip hop,reggaeton,13622976,0,211130,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",15OjBeqNX3bShsGYQbteRv,La Tóxica,2020-07-24,223373877,La Tóxica,Farruko,,,329e4yvIujISKGKz1BZZbO,93,latin,latin hip hop,reggaeton,8986669,0,180520,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,4
